deg_1,deg_2,deg_3,deg_4,deg_5,deg_6,deg_7,deg_8,deg_9,deg_10,deg_11,deg_12,deg_13,deg_14,deg_15,deg_16,deg_17,deg_18,deg_19,deg_20,deg_21,deg_22,deg_23,deg_24,deg_25,deg_26,deg_27,deg_28,deg_29,deg_30,deg_31,deg_32,deg_33,deg_34,deg_35,deg_36,deg_37,deg_38,deg_39,deg_40,deg_41,deg_42,deg_43,deg_44,deg_45,deg_46,deg_47,deg_48,deg_49,deg_50,deg_51,deg_52,deg_53,deg_54,deg_55,deg_56,deg_57,deg_58,deg_59,deg_60,deg_61,deg_62,deg_63,deg_64,deg_65,deg_66,deg_67,deg_68,deg_69,deg_70,deg_71,deg_72,deg_73,deg_74,deg_75,deg_76,deg_77,deg_78,deg_79,deg_80,deg_81,deg_82,deg_83,deg_84,deg_85,deg_86,deg_87,deg_88,deg_89,deg_90,deg_91,deg_92,deg_93,deg_94,deg_95,deg_96,deg_97,deg_98,deg_99,deg_100,deg_101,deg_102,deg_103,deg_104,deg_105,deg_106,deg_107,deg_108,deg_109,deg_110,deg_111,deg_112,deg_113,deg_114,deg_115,deg_116,deg_117,deg_118,deg_119,deg_120,deg_121,deg_122,deg_123,deg_124,deg_125,deg_126,deg_127,deg_128,deg_129,deg_130,deg_131,deg_132,deg_133,deg_134,deg_135,deg_136,deg_137,deg_138,deg_139,deg_140,deg_141,deg_142,deg_143,deg_144,deg_145,deg_146,deg_147,deg_148,deg_149,deg_150,deg_151,deg_152,deg_153,deg_154,deg_155,deg_156,deg_157,deg_158,deg_159,deg_160,deg_161,deg_162,deg_163,deg_164,deg_165,deg_166,deg_167,deg_168,deg_169,deg_170,deg_171,deg_172,deg_173,deg_174,deg_175,deg_176,deg_177,deg_178,deg_179,deg_180,deg_181,deg_182,deg_183,deg_184,deg_185,deg_186,deg_187,deg_188,deg_189,deg_190,deg_191,deg_192,deg_193,deg_194,deg_195,deg_196,deg_197,deg_198,deg_199,deg_200,deg_201,deg_202,deg_203,deg_204,deg_205,deg_206,deg_207,deg_208,deg_209,deg_210,deg_211,deg_212,deg_213,deg_214
8.5743070838248,1.74813557027352,7.13104071819832,11.6693497584469,11.9772358474149,20.7598781721108,11.0792328190978,4.86589866222088,7.4394961041507,13.4085778406898,11.5456640893101,13.6914009845791,10.8664985927928,3.91527258277688,17.8552275165767,17.0494479098737,2.6878146533792,19.4053048998157,4.63178708404657,6.37350490425236,8.95938687722235,17.7475613451085,44.9719751201099,26.7728888047509,25.2096495583205,19.2063514783582,44.0217448069473,25.2604108058459,6.20108158611807,6.39346260347085,10.3988374743774,17.5297676289702,5.76889828681479,1.39833856238322,18.51254662401,17.3834764712213,5.89165171324974,2.64241521310535,36.7099563639759,26.458555213739,21.4986106748398,37.918060901605,29.9868727906914,10.4567870424217,14.7446622476518,1.20818882206477,12.2269414572112,25.0565272273332,35.7311835835012,3.43807931129581,12.0272129706287,9.97633564035791,0,2.95158559766674,0,3.21905914691946,4.89738909116392,7.10657334496187,11.771711962509,19.0459096864755,25.4017258784922,36.9410408779175,43.352531756864,46.9314434029262,33.8417231014904,14.6764192831568,2.56162673425137,3.68623220297737,9.8577442094623,9.95883069646294,14.5218179103788,12.8495323417712,4.94257232015961,14.8284527530534,12.2792223745477,28.0128621470945,9.68987826182071,8.57682913831442,7.10765646369158,3.93799901783513,12.2433073714051,1.81351983402546,4.00412480882742,3.99064741915779,8.43609456514166,9.92416924533719,10.6117128463194,4.73658146178035,0,0.292301342828064,5.65180610635952,12.0588936341706,9.21745420061855,2.00938590184143,27.48068650318,12.7301563789649,10.0737502513894,11.8170280028521,15.0847130449131,14.2720089449175,20.1546499869085,12.9601116402348,13.1725157781285,16.3070008074585,21.3177068215434,27.5841525077895,9.09952948603913,12.0967991288573,16.045345637439,17.5983929488929,22.1732942860198,5.49156472002638,10.9567128838131,32.0374347836444,5.83114737288508,18.8758586882557,2.92444764166893,20.2920629413642,4.56024849075422,32.0023157345917,0.667516183668065,3.09401019757701,3.45537067988812,18.6492627359891,14.2045173710613,43.0832310900535,41.094332284282,23.457536510467,24.0854658222994,51.3324409727758,14.1970409666718,24.8539020539081,28.9919353205023,5.62649287736844,18.5032712527332,6.02074576043527,27.3416496665141,27.2922155291447,4.10240227295584,0,50.6219515836922,40.4416872639773,38.7787878372153,13.8984196731506,26.5795068192058,37.4053965233472,19.7295827855752,14.5546722125575,10.5493629683884,6.47529405908856,11.9573602623134,36.9280081089468,28.3383607874788,13.1094546820676,33.4025831879157,6.20253950276303,9.5884125795396,18.6340666764925,12.3711071471374,15.7872538957263,5.32665027911079,5.69620155500794,3.04501081498211,8.1913545370978,12.8684702630166,21.6208644952223,42.2015796069852,55.0768817151679,58.5139731682416,18.7401124507391,9.13570036422158,10.0305392534272,5.35577727191362,4.58435793094373,17.0827877326563,25.5499809973423,15.5892788792837,24.7898799357158,9.48131043098258,25.1763179256508,17.4572708606631,9.19835057054335,20.4088340637386,32.5916871562706,32.1163947260534,17.4250864282325,9.14445738462683,4.16720295911673,16.1982531169388,8.57802948951175,10.4768039258523,4.04862948233659,21.618903658784,28.9415894977901,10.6963461880415,16.2117193737998,16.6980707983293,17.871856575026,18.185942378119,18.0020817445067,28.2195700802714,16.6338993936095,46.1592185909881,20.9348012390379,21.9954795810106,14.732581375345,4.96993539398046,34.9666504880341,25.3625926525091,42.2242062014105,25.9516176823787,29.6162127020858,21.6511432626209,4.04032294833001
