from,to
origin,Vis_right
origin,SM_right
origin,DAN_right
origin,Sal_right
origin,Lim_right
origin,FPN_right
origin,DMN_right
origin,SubC_right
origin,SubC_left
origin,DMN_left
origin,FPN_left
origin,Lim_left
origin,Sal_left
origin,DAN_left
origin,SM_left
origin,Vis_left
