"","Dim 1","Dim 2","Dim 3","Dim 4","Dim 5","Dim 6"
"V24_1",-0.841907876326926,0.608159477367958,1.46854733524788,0.5602066054338,0.810181775564336,0.814673264977336
"V25_0",0.0581723852338227,-0.0394603174133266,-0.113270789219571,-0.0404398781867634,-0.0528101959416063,-0.0316465332882014
"V25_1",-0.849316824413851,0.576120634234664,1.65375352260573,0.590422221526765,0.771028860747437,0.462039386007739
"V26_0",0.0581723852338237,-0.0394603174133335,-0.113270789219569,-0.040439878186764,-0.0528101959416058,-0.0316465332882023
"V26_1",-0.84931682441386,0.576120634234682,1.6537535226057,0.59042222152674,0.771028860747464,0.46203938600776
"V27_0",0.0739390754001832,-0.031288333876363,-0.153932130829335,-0.0543640949438573,-0.0677131212456417,-0.0403371445868498
"V27_1",-0.749953479058962,0.317353100745932,1.56131161269757,0.551407248716282,0.686804515491475,0.409133895095211
"V28_0",0.0517800177691339,-0.0197387072686532,-0.155309582167782,-0.0569672918413286,-0.0520354614745808,-0.0179704315387112
"V28_1",-0.755988259429342,0.288185126122332,2.26751989964956,0.831722460883355,0.759717737528818,0.262368300465173
"V29_0",0.0581723852338214,-0.0394603174133348,-0.11327078921957,-0.0404398781867613,-0.0528101959416052,-0.0316465332882016
"V29_1",-0.849316824413859,0.576120634234671,1.6537535226057,0.590422221526742,0.771028860747465,0.462039386007762
"V30_0",0.0699519996259542,-0.0460894529286564,-0.146497494712094,-0.05632955963345,-0.0588046400038368,-0.0433449636892321
"V30_1",-0.839423995511523,0.5530734351439,1.75796993654507,0.675954715601383,0.70565568004609,0.520139564270747
"V31_0",0.0989064931965152,-0.104234751188897,-0.158610010141668,-0.0715281418278789,-0.0590168188144985,-0.059472943328141
"V31_1",-1.00319443099319,1.05723819063024,1.60875867429404,0.725499724254199,0.598599162261332,0.603225568042613
"V32_0",0.0581723852338247,-0.0394603174133329,-0.113270789219567,-0.0404398781867623,-0.0528101959416071,-0.0316465332882024
"V32_1",-0.849316824413848,0.576120634234668,1.65375352260572,0.590422221526744,0.771028860747455,0.462039386007747
"V33_0",0.0581723852338259,-0.0394603174133351,-0.113270789219571,-0.0404398781867649,-0.0528101959416096,-0.0316465332881995
"V33_1",-0.849316824413849,0.576120634234668,1.65375352260572,0.590422221526747,0.771028860747461,0.46203938600774
"V34_0",0.0581723852338246,-0.0394603174133331,-0.11327078921957,-0.0404398781867648,-0.0528101959416054,-0.0316465332882019
"V34_1",-0.84931682441385,0.576120634234666,1.65375352260571,0.590422221526743,0.771028860747461,0.462039386007741
"V35_0",0.0581723852338265,-0.0394603174133334,-0.113270789219573,-0.0404398781867642,-0.0528101959416078,-0.0316465332882002
"V35_1",-0.849316824413843,0.576120634234667,1.65375352260572,0.590422221526741,0.77102886074746,0.46203938600773
"V36_0",0.106406621916211,-0.128833690782749,-0.0151147423041441,-0.0238015258868072,0.00104665151731815,-0.0820879924797415
"V36_1",-1.07926716515018,1.30674172079646,0.153306671942068,0.241415476851925,-0.010616036818511,0.832606780865962
"V37_0",0.100138587702388,-0.109664212690736,-0.0213475732677751,-0.0157452754558499,0.0275533572285083,-0.0421292212693807
"V37_1",-1.01569138955279,1.11230844300604,0.216525386001723,0.159702079623622,-0.27946976617487,0.427310672875145
"V38_0",0.197163869423375,-0.170514228699343,-0.0150362334532751,-0.0141609414037174,-0.0347505770441114,-0.128843338610145
"V38_1",-0.901320545935445,0.779493616911283,0.0687370672149584,0.0647357321312722,0.158859780773102,0.588998119360673
"V39_0",0.130014842120992,-0.100748243834599,-0.165513176178643,-0.0602292295957067,-0.000844579851341674,0.016837074238347
"V39_1",-0.884100926422774,0.685088058075281,1.12548959801471,0.409558761250778,0.00574314298916454,-0.114492104820723
"V40_0",0.133321132805037,-0.10646797655691,-0.150025041328872,-0.0614566079220693,0.0260382037264951,0.00946400220536674
"V40_1",-0.906583703074251,0.723982240586989,1.02017028103633,0.417904933870072,-0.177059785340167,-0.064355214996494
"V41_0",0.112210195975542,-0.11320426759638,-0.0840322292445666,-0.0393912290907289,0.0205094657356823,-0.0107415441626331
"V41_1",-0.981839214785995,0.990537341468324,0.735282005889958,0.344673254543878,-0.17945782518722,0.0939885114230391
"V42_0",0.122811288274662,-0.121445068347508,-0.03371198485822,-0.0159724422097069,-0.0275335180462801,-0.0838691554571927
"V42_1",-0.941553210105739,0.931078857330898,0.258458550579686,0.12245539027442,0.21109030502148,0.642996858505144
"V43_0",0.125641330414153,-0.129024550807453,-0.0359503991812735,-0.017623446837143,-0.0418380328412109,-0.0916474865141633
"V43_1",-0.963250199841841,0.989188222857138,0.27561972705643,0.135113092418096,0.320758251782617,0.702630729941918
"V44_0",0.0912905560599017,-0.115133899737547,-0.0158917171642069,-0.0213431809394892,-0.0299177049881628,-0.122810710890526
"V44_1",-1.09548667271882,1.38160679685057,0.190700605970483,0.25611817127387,0.359012459857953,1.47372853068631
"V45_0",0.104608609565198,-0.141098487085776,-0.099317524486096,-0.0579672986382447,-0.132620538975793,-0.0933175579430484
"V45_1",-0.801999339999854,1.08175506765762,0.761434354393403,0.444415956226543,1.01675746548108,0.715434610896704
"V46_0",0.0908137025271905,-0.104913846609698,-0.0167844883253411,-0.0154541554595373,-0.147612620313182,-0.146480842965584
"V46_1",-0.696238386041794,0.804339490674351,0.128681077160948,0.118481858523119,1.1316967557344,1.12301979606948
"V47_0",0.173652781810165,-0.224426419116801,0.000124461127629863,-0.0288221296317734,-0.144681141883736,-0.164923280438
"V47_1",-0.868263909050824,1.122132095584,-0.00062230563814909,0.144110648158867,0.723405709418679,0.824616402190003
"V48_0",0.0797001781879087,-0.127262237891448,-0.0232421108794416,-0.0236264049425535,-0.119199907584485,-0.115476844755067
"V48_1",-0.808387521620217,1.29080269861326,0.235741410348622,0.239639250131614,1.2090276340712,1.17126513965853
"V49_0",0.185019208559468,-0.192098276728135,0.0402830117246532,-4.76714631302734e-05,-0.155755927051017,-0.17833828237133
"V49_1",-0.777080675949764,0.806812762258168,-0.169188649243544,0.000200220145147094,0.654174893614271,0.749020785959586
"V50_0",0.0561866628297158,-0.0346046502315393,-0.0793024922653643,-0.0249615057840977,-0.0303323328001068,-0.00908132066169711
"V50_1",-0.82032527731385,0.505227893380474,1.15781638707432,0.364437984447826,0.44285205888156,0.132587281660778
"V51_0",0.143664578163137,-0.166489038564236,-0.0747423299452505,-0.0434561457121028,-0.17005978186354,-0.158209551338655
"V51_1",-0.790155179897254,0.915689712103298,0.411082814698878,0.239008801416565,0.935328800249468,0.8701525323626
"V52_0",0.138501545342982,-0.165868801301707,0.0814461538893039,0.0181105601565597,-0.184496749767086,-0.16974698190347
"V52_1",-0.761758499386399,0.91227840715939,-0.447953846391172,-0.0996080808610781,1.01473212371898,0.933608400469086
"V53_0",0.149412656075287,-0.188189178443065,0.00734768914427217,-0.0142341628481623,-0.160395084548027,-0.159711631211271
"V53_1",-0.821769608414078,1.03504048143686,-0.0404122902934972,0.0782878956648924,0.882172965014152,0.878413971661989
"V54_0",0.131520348166001,-0.176650200435643,0.163087049223954,0.0365961505197196,-0.0806745138162829,0.0375004859061709
"V54_1",-0.801078484283824,1.07596031174437,-0.99334839072772,-0.222903825892837,0.491381129608269,-0.228412050519404
"V55_0",0.0532565584544468,-0.0856612353033967,0.0626396690209602,0.00885795103106442,-0.124561634949803,-0.0797124299784257
"V55_1",-0.639078701453362,1.02793482364076,-0.751676028251523,-0.106295412372773,1.49473961939764,0.956549159741108
"V56_0",0.120418822531144,-0.130917826565987,-0.082109027880566,-0.0448246810665189,-0.134467084726127,-0.0530421062058447
"V56_1",-0.733460100871513,0.797408579992827,0.500118624363447,0.27302305740516,0.819026788786407,0.323074646890145
"V57_0",0.152736147930262,-0.191385390323329,-0.0380035901043234,-0.0324085804346066,-0.136265370307253,-0.163952194640488
"V57_1",-0.840048813616442,1.05261964677831,0.209019745573779,0.178247192390336,0.749459536689891,0.901737070522685
"V58_0",0.194224029164475,-0.243987239825443,0.0319506695940663,-0.00878973762833953,-0.108602380176774,-0.132399563342228
"V58_1",-0.887881276180459,1.11537023920202,-0.146060203858589,0.040181657729552,0.496468023665255,0.605255146707328
"V59_0",0.231982986984894,-0.250852707448134,-0.0189178314253746,-0.0271017733191999,-0.136551667409857,-0.149384826902833
"V59_1",-0.832409541534031,0.900118538490361,0.0678816304086977,0.097247539557129,0.489979512470665,0.5360279082984
"V60_0",0.248823396517383,-0.237305316879888,0.0256871283245768,-0.00532701707669442,-0.176545208666681,-0.188037630852081
"V60_1",-0.772662126027664,0.736895457679653,-0.0797652932184228,0.0165417898697353,0.548219332175482,0.583906327382779
"V61_0",0.0432274702523671,-0.0453244603658693,-0.0497534562048313,-0.0216630383761961,-0.0993496268003263,-0.00288879573937558
"V61_1",-0.518729643028405,0.543893524390432,0.597041474457976,0.259956460514353,1.19219552160392,0.0346655488725074
"V62_0",0.154696967782718,-0.198463767863884,-0.00558071892733238,-0.0195612204147081,-0.139362565446634,-0.140637841180495
"V62_1",-0.850833322804949,1.09155072325136,0.030693954100328,0.107586712280894,0.76649410995649,0.77350812649272
"V63_0",0.142793388357328,-0.174737510766483,0.0653971225502627,0.0106619172281605,-0.170227330344319,-0.164214324441894
"V63_1",-0.785363635965306,0.961056309215659,-0.359684174026445,-0.0586405447548829,0.936250316893752,0.903178784430417
"V64_0",0.238940946249674,-0.239380799999613,-0.0294665681818886,-0.0318305762041147,-0.179275822742161,-0.179705440395427
"V64_1",-0.796469820832247,0.79793599999871,0.0982218939396286,0.106101920680383,0.597586075807205,0.599018134651424
"V65_0",0.085098624771469,-0.125418450201529,0.137703735116948,0.0347930416027337,-0.104278397647546,-0.0110974088174052
"V65_1",-0.744612966750354,1.09741143926338,-1.2049076822733,-0.304439114023919,0.912435979416023,0.0971023271522958
"V66_0",0.070997886512067,-0.110950160533393,0.0946889364279836,0.0184750433354569,-0.119909759098831,-0.0688155393067219
"V66_1",-0.720121420336679,1.12535162826727,-0.96041635519812,-0.187389725259634,1.21622755657386,0.69798618439675
"V67_0",0.0852370393114324,-0.126085538477192,0.126745416327718,0.0294378761523767,-0.116284608000953,-0.0519861461165543
"V67_1",-0.745824093975034,1.10324846167543,-1.10902239286753,-0.257581416333297,1.01749032000834,0.45487877851985
"V68_0",0.0697751986044822,-0.0837790624433182,-0.036595385420462,-0.0190008971019957,-0.0589304946672007,-0.0762038003606455
"V68_1",-1.01871789962544,1.22317431167245,0.534292627138745,0.277413097689138,0.86038522214113,1.11257548526543
"V69_0",0.0713715570807227,-0.084413731246052,-0.077023632636918,-0.0357022780557872,-0.0361831183011635,-0.0524351043430627
"V69_1",-1.04202473337855,1.23244047619236,1.124545036499,0.521253259614493,0.528273527196988,0.765552523408715
"V70_0",0.0450381488866407,-0.0848944946912577,0.0444139036306966,0.000666726726416549,-0.11101692420402,-0.0732721578033118
"V70_1",-0.657556973744953,1.23945962249236,-0.648442993008171,-0.00973421020568165,1.6208470933787,1.06977350392835
"V71_0",0.0624189250327965,-0.109821535673447,0.0757649066933132,0.0100364813001279,-0.106241536757287,-0.0624371646107272
"V71_1",-0.749027100393559,1.31785842808136,-0.909178880319758,-0.120437775601535,1.27489844108744,0.749245975328727
"V72_0",0.0442194558990965,-0.0826652002762209,0.042515475464837,0.00184433773825817,-0.0954650880004814,-0.0271401460253136
"V72_1",-0.645604056126808,1.20691192403283,-0.62072594178662,-0.026927330978569,1.39379028480703,0.396246131969578
"V73_0",0.168463900823291,-0.169196702134499,-0.0794984654222901,-0.0402347384784031,-0.133101519578179,-0.0869954849434656
"V73_1",-0.770120689477901,0.773470638329139,0.363421556216183,0.183930233044128,0.608464089500247,0.397693645455843
"V74_0",0.228964548519381,-0.24080986043991,-0.0114616657982091,-0.0221721559690149,-0.118739171374769,-0.104564512002662
"V74_1",-0.821578674098954,0.864082440402029,0.0411271537465153,0.0795589125947005,0.42606408552123,0.375202072480142
"V75_0",0.255597486451787,-0.28058899171081,0.0231090039624656,-0.0141713117681051,-0.115330505042053,-0.141075171740916
"V75_1",-0.851991621505957,0.935296639036033,-0.0770300132082185,0.0472377058936837,0.384435016806844,0.470250572469719
"V76_0",0.247789586729295,-0.292971193735768,-0.00380660879377915,-0.0331571676158688,-0.0924587092599737,-0.11537786506417
"V76_1",-0.889127340616881,1.05124957752246,0.0136590080247371,0.118975719092235,0.3317636038152,0.414002927583196
"V77_0",0.29584969145712,-0.282298135270154,0.086712101396216,0.0227970988135388,-0.109324217310771,-0.0771921410722368
"V77_1",-0.803020591097896,0.766237795733275,-0.235361418075443,-0.0618778396367481,0.296737161272092,0.2095215257675
"V78_0",0.138154254432698,-0.170153038262328,-0.105742132817965,-0.0551093570242244,-0.0816695258939281,-0.0499295169140274
"V78_1",-0.841485004271891,1.03638668759782,0.644065718073063,0.335666083693003,0.497441657717562,0.304116148476349
"V79_0",0.149090711232454,-0.153013886057436,-0.118024910888823,-0.0643001293786287,0.0156321086537265,0.00501398943936187
"V79_1",-1.01381683638068,1.04049442519056,0.802569394043996,0.437240879774675,-0.10629833884534,-0.0340951281876608
"V80_0",0.119675404075896,-0.107178640796332,-0.0778280043946066,-0.0305316209038795,-0.0185898543913179,0.0348563750954044
"V80_1",-0.917511431248539,0.821702912771876,0.596681367025318,0.234075760263077,0.142522217000104,-0.267232209064767
"V81_0",0.254313008514211,-0.265088501843568,-0.138207081613307,-0.0741403876698902,-0.114958521737103,-0.0864865726016296
"V81_1",-0.847710028380706,0.88362833947856,0.460690272044357,0.247134625566301,0.383195072457011,0.288288575338765
"V82_0",0.206463601784921,-0.223596395846001,0.0832126031852315,0.020033058859886,-0.150095185879613,-0.135373912342213
"V82_1",-0.800046456916569,0.866436033903253,-0.322448837342772,-0.077628103082058,0.581618845283499,0.524573910326073
"V83_0",0.192662413968477,-0.214254539139835,0.0175110649919317,-0.00630660935114992,-0.163341683641982,-0.161034709673713
"V83_1",-0.809182138667605,0.899869064387306,-0.0735464729661133,0.0264877592748298,0.686035071296323,0.676345780629592
"V84_0",0.0585212177523372,-0.0992475612221432,0.0748816614110317,0.0110776986788519,-0.107368960151989,-0.0569721452364348
"V84_1",-0.702254613028047,1.19097073466572,-0.898579936932382,-0.132932384146224,1.28842752182387,0.683665742837219
"V85_0",0.0852370393114324,-0.126085538477192,0.126745416327718,0.0294378761523767,-0.116284608000953,-0.0519861461165543
"V85_1",-0.745824093975034,1.10324846167543,-1.10902239286753,-0.257581416333297,1.01749032000834,0.45487877851985
"V86_0",0.0412363544927274,-0.0488460484756116,0.111615913091945,0.0378831648821878,-0.102905075133669,0.00120241517421975
"V86_1",-0.494836253912729,0.586152581707339,-1.33939095710334,-0.454597978586254,1.23486090160403,-0.014428982090637
"V87_0",0.073009571285289,-0.106669234124045,0.0305898893855534,-0.00462258503884562,-0.0848830025873351,-0.0927191947032901
"V87_1",-0.740525651607931,1.08193080325817,-0.31026887805347,0.0468862196797199,0.860956169100114,0.940437546276229
"V88_0",0.0830409620401507,-0.108133596924246,-0.040763765128494,-0.0216241852292963,-0.107884296424466,-0.0680065579398712
"V88_1",-0.726608417851318,0.946168973087149,0.356682944874322,0.189211620756343,0.943987593714079,0.595057381973872
"V89_0",0.0674870745825514,-0.11843083091786,-0.0344745118950784,-0.0293974063547246,-0.0935803949999027,-0.0785231625001493
"V89_1",-0.809844894990618,1.42116997101432,0.41369414274094,0.352768876256696,1.12296473999883,0.942277950001792
"V90_0",0.137747377461425,-0.1349856773554,-0.0197291937857806,-0.00990381656202063,-0.0677770735115399,-0.142640696829957
"V90_1",-0.936682166737692,0.91790260601672,0.134158517743307,0.06734595262174,0.460884099878471,0.969956738443704
"V91_0",0.106418416092768,-0.104681899221327,-0.0455548906921164,-0.0196883950931198,-0.0653614145708144,-0.125859834725215
"V91_1",-0.931161140811724,0.915966618186608,0.398605293556018,0.172273457064798,0.571912377494626,1.10127355384563
"V92_0",0.0670452819459674,-0.100227256864466,0.0937932510713039,0.0195309257476841,-0.121053061696275,-0.0632735478285663
"V92_1",-0.680030716880527,1.01659074819672,-0.951331546580368,-0.19809938972651,1.22782391149079,0.641774556546886
"V93_0",0.0515430970038416,-0.102131593047795,0.0653999560417247,0.00725358890935417,-0.0770587071624472,0.00224411862681975
"V93_1",-0.752529216256086,1.49112125849781,-0.95483935820918,-0.105902398076571,1.12505712457173,-0.0327641319515681
"V94_0",0.0383337630344314,-0.0680594824594387,0.0430396114613322,0.00358051347389955,-0.10056335211965,-0.0159459508122645
"V94_1",-0.559672940302697,0.993668443907805,-0.62837832733545,-0.0522754967189335,1.46822494094689,0.232810881859062
"V95_0",0.122090807264035,-0.143063162133552,-0.132401918303095,-0.0653761545314989,-0.0592096732713876,-0.130732121990874
"V95_1",-1.06829456356031,1.25180266866858,1.15851678515208,0.572041352150615,0.518084641124641,1.14390606742015
"V96_0",0.0373228305778775,-0.0605685191737135,-0.02378415984378,-0.0207998788801218,-0.10575677747616,-0.0347176797007122
"V96_1",-0.544913326437012,0.884300379936216,0.347248733719189,0.303678231649779,1.54404895115194,0.506878123630397
"V97_0",0.0637193841480545,-0.104591278661341,-0.0771378572348945,-0.0431463105859096,-0.111881799798374,-0.0432220779168857
"V97_1",-0.764632609776654,1.25509534393609,0.925654286818734,0.517755727030916,1.34258159758049,0.518664935002629
"V98_0",0.0805071331015944,-0.0862870318597989,-0.073589974949237,-0.0328630235973143,-0.0638663141952966,-0.0730923016244697
"V98_1",-0.966085597219133,1.03544438231759,0.883079699390846,0.394356283167772,0.766395770343559,0.877107619493637
"V99_0",0.0449074688071217,-0.0849619471834185,0.0230212502881204,-0.00597856077917095,-0.10765947447995,-0.0636112083673419
"V99_1",-0.655649044583976,1.24044442887791,-0.336110254206558,0.0872869873758958,1.57182832740728,0.92872364216319
"V100_0",0.1395863147673,-0.155629743730738,-0.128937704183507,-0.0606372297558732,0.0100655948073698,-0.0271485525588419
"V100_1",-1.0701617465493,1.19316136860232,0.988522398740218,0.464885428128361,-0.0771695601898348,0.208138902951121
"V101_0",0.0687544045524761,-0.101842573998037,-0.0163700769330034,-0.0184493883652375,-0.136869740737896,-0.0994397858794926
"V101_1",-0.697366103317972,1.03297467912295,0.166039351749035,0.187129510561695,1.38825022748438,1.008603542492
"V102_0",0.0576653899447548,-0.0941723397611175,-0.0259742389366802,-0.0208026552414902,-0.122811942336864,-0.0689263445314601
"V102_1",-0.691984679337058,1.13006807713341,0.311690867240162,0.249631862897883,1.47374330804237,0.827116134377521
"V103_0",0.0576653899447548,-0.0941723397611175,-0.0259742389366802,-0.0208026552414902,-0.122811942336864,-0.0689263445314601
"V103_1",-0.691984679337058,1.13006807713341,0.311690867240162,0.249631862897883,1.47374330804237,0.827116134377521
"V104_0",0.0450381488866407,-0.0848944946912577,0.0444139036306966,0.000666726726416549,-0.11101692420402,-0.0732721578033118
"V104_1",-0.657556973744953,1.23945962249236,-0.648442993008171,-0.00973421020568165,1.6208470933787,1.06977350392835
"V105_0",0.0532565584544468,-0.0856612353033967,0.0626396690209602,0.00885795103106442,-0.124561634949803,-0.0797124299784257
"V105_1",-0.639078701453362,1.02793482364076,-0.751676028251523,-0.106295412372773,1.49473961939764,0.956549159741108
"V106_0",0.147740315555736,-0.15031236520289,-0.211320908876054,-0.105906458318536,0.00385805348679917,-0.00488128086030425
"V106_1",-1.00463414577901,1.02212408337965,1.43698218035717,0.720163916566046,-0.0262347637102341,0.0331927098500694
"V107_0",0.102140724526557,-0.133302198480523,-0.122243681365784,-0.0664876501772521,0.0306699932905096,0.0385518554774741
"V107_1",-1.22568869431869,1.59962638176627,1.46692417638941,0.797851802127026,-0.368039919486115,-0.462622265729689
"V108_0",0.147740315555736,-0.15031236520289,-0.211320908876054,-0.105906458318536,0.00385805348679917,-0.00488128086030425
"V108_1",-1.00463414577901,1.02212408337965,1.43698218035717,0.720163916566046,-0.0262347637102341,0.0331927098500694
"V109_0",0.147740315555736,-0.15031236520289,-0.211320908876054,-0.105906458318536,0.00385805348679917,-0.00488128086030425
"V109_1",-1.00463414577901,1.02212408337965,1.43698218035717,0.720163916566046,-0.0262347637102341,0.0331927098500694
"V110_0",0.147740315555736,-0.15031236520289,-0.211320908876054,-0.105906458318536,0.00385805348679917,-0.00488128086030425
"V110_1",-1.00463414577901,1.02212408337965,1.43698218035717,0.720163916566046,-0.0262347637102341,0.0331927098500694
"V111_0",0.180141425002039,-0.184079086772606,-0.200845377855217,-0.103918584178578,-0.0322727991152493,-0.0541788800260242
"V111_1",-0.990777837511213,1.01243497724933,1.10464957820369,0.571552212982179,0.177500395133871,0.297983840143134
"V112_0",0.147740315555736,-0.15031236520289,-0.211320908876054,-0.105906458318536,0.00385805348679917,-0.00488128086030425
"V112_1",-1.00463414577901,1.02212408337965,1.43698218035717,0.720163916566046,-0.0262347637102341,0.0331927098500694
"V113_0",0.145799349069131,-0.141078097905436,-0.237773752148266,-0.111583053212127,0.0204304432739481,0.0392446685686018
"V113_1",-0.991435573670087,0.959331065756968,1.61686151460821,0.758764761842464,-0.138927014262847,-0.266863746266492
"V114_0",0.13687949316252,-0.144273544647309,-0.214471532268729,-0.102433682008789,0.0258642317450937,0.0459182814223827
"V114_1",-1.04940944757932,1.10609717562937,1.64428174739359,0.785324895400714,-0.198292443379052,-0.352040157571601
"V115_0",0.147740315555736,-0.15031236520289,-0.211320908876054,-0.105906458318536,0.00385805348679917,-0.00488128086030425
"V115_1",-1.00463414577901,1.02212408337965,1.43698218035717,0.720163916566046,-0.0262347637102341,0.0331927098500694
"V116_0",0.129190868712668,-0.161055765191731,-0.120797338030141,-0.0721838897329599,0.0168823957488147,-0.0185165091321126
"V116_1",-1.13042010123584,1.40923794542765,1.05697670776373,0.6316090351634,-0.147720962802129,0.162019454905985
"V117_0",0.180141425002039,-0.184079086772606,-0.200845377855217,-0.103918584178578,-0.0322727991152493,-0.0541788800260242
"V117_1",-0.990777837511213,1.01243497724933,1.10464957820369,0.571552212982179,0.177500395133871,0.297983840143134
"V118_0",0.171741161983334,-0.187489776078197,-0.218417576429059,-0.110221660226968,0.004532806894001,-0.0379996843381236
