"","Dim 1","Dim 2","Dim 3","Dim 4","Dim 5","Dim 6"
"1",0.115222066390163,-0.290348996883841,-0.0107680766096082,-0.0532598279782579,-0.144627356837367,0.107493687697582
"2",-0.467298794081057,0.317056390875724,-0.520472090708207,-0.167963625079593,-0.0710029491692118,-0.221412293862627
"3",-0.157151742050923,-0.254078856203464,0.0994159973480437,-0.0119115552987553,-0.00586944474176561,-0.132775060038689
"4",-0.0910235910369889,-0.343838956646305,-0.00338227896977215,-0.0577700530405705,0.0562567956963262,-0.0220789692663899
"5",1.59032829477279,0.714542433970963,-0.0062581901910612,0.0754201116189468,0.01890493450891,-0.0853892110708298
"6",-0.301692830432098,-0.0593368324517432,0.264181186736087,0.0444339253369296,-0.0478136058484212,-0.160355856900738
"7",1.28414140766572,0.444458063771015,-0.018180258126364,0.141332017597907,-0.141431323749774,0.0345193668865573
"8",0.200186357427258,-0.276491964846291,-0.0786255746577946,0.145958088339737,-0.226547989568917,0.156967493462225
"9",-0.313069416218784,0.020645242925051,-0.00132961930248151,-0.0150256703511402,0.0638667148481471,0.246947473801907
"10",1.20146859668229,0.374124999987754,-0.0947007307904679,0.357479246028682,-0.247218101107854,0.0748875841333497
"11",-0.354823795538334,0.0323548115130876,0.636165498171881,0.219579932730616,0.0563296482434395,-0.0533133591973518
"12",-0.375953692922599,0.0872194986070793,0.00799315988976146,-0.0212276871380339,-0.135157196762049,-0.157937686146616
"13",1.02402496797353,0.412963328464642,0.322214728009234,-0.792476514235258,0.0978455173036267,0.00480508064120104
"14",0.541650961597089,-0.0135009682267561,-0.204128370907529,0.551283958130074,0.359668796590839,-0.212010767454477
"15",-0.287525205093049,-0.0762021380199409,0.129316391397541,8.66922453234075e-06,-0.0706771297611141,-0.171093016532214
"16",1.07354752793178,0.383024819733202,0.26603490677268,-0.629276762012451,-0.0497579629286323,0.0413400591176059
"17",-0.0747227269466149,-0.33255869823094,-0.018888984221006,-0.0473397530703834,0.0966897381653463,-0.039662527203765
"18",-0.634311073343535,0.627582098944181,-0.191255359621418,-0.0230741552346136,0.0827221318104773,0.321230717157464
"19",0.195618893560914,-0.268047182494863,-0.0411942555204148,0.047688652412801,-0.230987117757612,0.162013469389809
"20",0.0754120768963294,-0.316560085947322,-0.0264589649448405,-0.0133434678398594,-0.117222911178148,0.0959035430169047
"21",-0.608958400091769,0.571538871606753,-0.535872113801719,-0.151150368973613,-0.0864273145429605,-0.151540210761434
"22",0.872237538476668,0.177756390959707,-0.196104379214875,0.56035477446876,0.402646964896567,-0.212247166657548
